1056887608071303;Lauren Jacobs;Partial nub can go either way. Girl lean 
1052467971846600;Amber Donker;Early girl. This can still be a boy
1052467971846600;Natalie Parker;Boy
1052467971846600;Nikki Seigler;This looks not the clearest but early girl from what I see
1052467971846600;Pam Smith;It’s a boy x
1052467971846600;Natalie Parker;
1064915083935222;Natalie Parker;Too early sorry, Nub is girly but can change 
1064846460608751;Amber Donker;I see girl
1064846460608751;Natalie Parker;I don’t feel confident in gender but gotta comment they are very
1064818373944893;Amber Donker;Early girl 
1064818373944893;Minaa Soso;
1064701423956588;Amber Donker;No clues
1064701423956588;Danii Thomas;I have this one too, but don’t know if that’s any better 
1064701423956588;Gemma Singleton;Fun boy guess 
1064465537313510;Amber Donker;Early girl. This can still be a boy
1064465537313510;Emily Loosely;
1064465537313510;Chloe Susannah Ryan;Girl
1064465537313510;Lauren Jacobs;Early girly with time to rise
1064837587276305;Lauren Jacobs;No clues
936518003441598;Lauren Jacobs;Boy
936518003441598;Shabnam Bengali;Had her baby boy yesterday. Thank you!
978947802531951;Natalie Parker;Early girl Nub 
978947802531951;Lauren Jacobs;Early girly
978947802531951;Jerusha Galarza;I say girl
978947802531951;Shiza Khan;Boy
987188295041235;Natalie Parker;Not seeing full genitals here with it being a femur measurement, as a guess, I feel we are just seeing the end of a boy, (regards to it protruding further down femur than we see girls, scrotum just isn’t imaging. 
987188295041235;Megan Tyler;Girl guess
987188295041235;Katie Kate;Boy
987188295041235;Lauren Jacobs;Leaning boy. But like Natalie said, this is femur shot down room for error 
987188295041235;Marwa K Helwe;Looks like a girl
987188295041235;Chelsea Farnham;Girl guess
987188295041235;Natalie Parker;All
987188295041235;Melissa Volpe;Girl 
987188295041235;Francesca Manocchio;Boy
987188295041235;Cassandra Robinson;Looks boy to me (based on all images) 
1062314754195255;Amber Donker;Not seeing enough
1062314754195255;Rochelle Lisa Playfair;Guessing boy
1064345993992131;Amber Donker;No clues
1064702437289820;Amber Donker;No clues
1064652593961471;Amber Donker;Girl lean
1064542013972529;Lauren Jacobs;No clues. This is the heart
1064049980688399;Amber Donker;No clues
1064049980688399;Minaa Soso;
1064049980688399;Shabnam Bengali;Maybe girl
1064049980688399;Leanne Nicole;I’m sayin girl 
1063006087459455;Natalie Parker;Early
1064438833982847;Natalie Parker;He’s a boy 
1064419197318144;Lauren Jacobs;Boy
1064419197318144;Natalie Parker;All boy
1064401830653214;Lauren Jacobs;No clues
1063845437375520;Amber Donker;Baby girl 
1063845437375520;Natalie Parker;Girl
1063845437375520;Group member;Any more guesses 
1064256944001036;Amber Donker;No clues
1063574624069268;Amber Donker;Boy lean 
1063574624069268;Natalie Parker;Boy
1063574624069268;Chloe Thompsett;Confirmed girl 
1063955917364472;Amber Donker;Girl lean 
1063955917364472;Hayley Lisa;
1063955917364472;Shabnam Bengali;Girl
1063955917364472;Natalie Parker;Leaning girL
1063955917364472;Michelle Louise;I would love a girl, ive four boys. I did have a daughter but she passed away shortly after being born. I will never forget her but it will be nice to buy dresses. Xxx
1063955917364472;Rochelle Lisa Playfair;I'm thinking boy
1063588607401203;Amber Donker;Boy lean
1063588607401203;Natalie Parker;Boy
1064084327351631;Amber Donker; Baby boy 
1064084327351631;Natalie Parker;All
1064232087336855;Amber Donker;She's a girl 
1064232087336855;Nikki Seigler;Girl
1064232087336855;Tina Graham;Girl
1064232087336855;Marciana Marie To;girl 
1064232087336855;Danny Joel;Probably a girl judging by the pink things you are firing out in profile pic 
1064232087336855;Tammy Louise Kendrick;Yes she a little girly 
1064232087336855;Natalie Parker;All
1064089680684429;Amber Donker;Boy 
1064089680684429;Suzanne Niven; Little prince 
1064089680684429;Minaa Soso;Boy
1064089680684429;Lauren Jacobs;Boy
1064089680684429;Zeenat Desai;Boy
1064089680684429;Natalie Parker;Early
1063623637397700;Amber Donker;Early girl. This can still be a boy
1064294607330603;Amber Donker;No clues
1064296423997088;Amber Donker;Early girl 
1063497324076998;Amber Donker;Early girl. This can still be a boy
1063867620706635;Amber Donker;No clues
1063553284071402;Amber Donker;No clues
1063525070740890;Amber Donker;Early girl. This can still be a boy
1063501184076612;Amber Donker;Boy lean
1062671857492878;Amber Donker;Boy lean 
1062431044183626;Amber Donker;No clues
1062349074191823;Amber Donker;No clues
1061665250926872;Lauren Jacobs;Boy
1061665250926872;Natalie Parker;Take some blue in your bag 
1061665250926872;Sarah Clark;
1061665250926872;Nikki Seigler;Boy
1061665250926872;Chelsea Mee;Well he ain’t shy is he 
1061665250926872;Rilee Taylor White;i hope it is a boy for my hubby he’s going to flip! can’t wait til i deliver! 
1061665250926872;Sara Zimmermann;BOYYYYYY 
1061665250926872;Shabnam Bengali;BOY
1061665250926872;Chrissy Jones;Definitely boy 
1061665250926872;Jess Parsons;Boy 
1061665250926872;Tyree Swiderski; Definitely a boy
1061665250926872;Giselle Fernandez Silva;Boy
1061665250926872;Emma Neve;Boy 
1061665250926872;Hannah Zion;Boy
1061665250926872;Jess Prowse;Boy
1061665250926872;Lisa May McCarroll;100% a boy from me
1061665250926872;Chloe Grainger;Boy
1061665250926872;Lee Johnson;That’s a boy 
1061665250926872;MiTch Asaña;Boy
1061665250926872;Lacee Jessogne;Boy 
1061665250926872;Kayla Smith;Wow such a good boy shot!
1061665250926872;Deb Mcquillan;Boy
1061665250926872;Maia Sharp;boy
1061665250926872;Amber Donker;He's a boy! 
1061665250926872;Georgie Smith;ALLLL BOY 
1061665250926872;Laura Johnson;Boy 
1061665250926872;Mia Alia Martinez;Boy
1061665250926872;Donna Syme;Boy
1061665250926872;Alexia Walwyn;100% boy!! 
1062194604207270;Amber Donker;Boy lean
1062194604207270;Chloe Ryder;.I've had 3 girls then 2 boys. I'd say boy !
897683617325037;Amber Donker;boy
897683617325037;Amber Donker;
897683617325037;Natalie Parker;Boy
897683617325037;Lauren Jacobs;Boy
897683617325037;Sharna Lochlon-Adams;
897683617325037;Millah Lind;Boy - nobody 
897683617325037;Natalie Parker;Confirmed boy 
910109622749103;Amber Donker;i think boy
910109622749103;Amber Donker;
910109622749103;Georgie Smith;Tricky - I’m saying girl 
910109622749103;Jemma Louise Browne;I think boy x
910109622749103;Lauren Jacobs;Early girl with time to rise. Wouldn’t be surprised if boy
910109622749103;Natalie Parker;Early girl
910109622749103;Zoe Kelly;Thanks everyone 
910109622749103;Sophie Ann Mclean;I think 
910109622749103;Zoe Kelly;It was infact a girl. 
1062838707476193;Lauren Jacobs;Girly
1062838707476193;Amber Donker;Early girl 
1062838707476193;Nikki Seigler;
1062838707476193;Yasmin Eames;Girl 
1062838707476193;Donna Syme;Girl
1062838707476193;Shabnam Bengali;Early girl
1062064990886898;Amber Donker;Not seeing enough
1062380800855317;Natalie Parker;Boy
1062380800855317;Lacee Jessogne;Boy
1062380800855317;Nora Enebred;I think it's a boy bc I had the Same for my son
1062380800855317;Amber Donker;Boy
1062380800855317;Lauren Jacobs;Boy
1062380800855317;Group member;This was today’s scan 
1062380800855317;Natalie Parker;This is the same baby 
1063491347410929;Lauren Jacobs;Boy lean
1063491347410929;Kirstynmick Mcdonough;I have a gender scan on the 30th so will update thankyou xx
1063491347410929;Nabeela Rasheed;i am not expert just per information my vote for pink.
1062866297473434;Lauren Jacobs;Leaning girl but not confident
1062866297473434;Anna Shilvock;Boy
1062821884144542;Lauren Jacobs;No clues
1062677457492318;Lauren Jacobs;No clear clues
1062456044181126;Lauren Jacobs;no clues
1017428782017186;Amber Donker;Any more images ? 
1017428782017186;Susanne Krol;I think a boy
1017428782017186;Lydia Hunt;Boy 
1017428782017186;Francesca Manocchio;Boy
1017428782017186;Sharna Lochlon-Adams;
1017428782017186;Taryn Vanida;Boy 
1017428782017186;Leah Alexis;It's confusing me because it looks like a girly nub but pointing up?... Thanks for comments guys will let you knw when I do! X
1017428782017186;Taryn Vanida;Boy 
1017428782017186;Leah Alexis;Confirmed boy x
1017428782017186;Donna Syme; congratulations
1062933620800035;Amber Donker;Early girl. This can still be a boy
1062933620800035;Donna Syme;Girl  x pink 
1063064820786915;Amber Donker;No clues
1063443857415678;Amber Donker;No clues
1063412740752123;Amber Donker;No clues
1060985904328140;Danielle Leigh Parker;Thanks sis! No need to thank me.. wouldn’t know what I’ve done this year without your many talents! 
1057601807999883;Amber Donker;Baby boy 
1057601807999883;Jodie Brace;Defo boy to me x
1057601807999883;Nikki Seigler;Boy!
1057601807999883;Natalie Parker;Boy 
1057601807999883;Sinead Dunne;Bump
1057601807999883;Rilee Taylor White;let me know what they say! i think it’s boy too! 
1057601807999883;Amber Donker;CONFIRMED BOY 
1039718953121502;Lauren Jacobs;Boy lean
1039718953121502;Nikki Seigler;Leaning 
1039718953121502;Kylie Sharpe; Lean
1039718953121502;Mercedez Leigh McGowan;Agreed on boy:)
1039718953121502;Jennifer Morris;Praying for a little boy xxx
1039718953121502;Shabnam Bengali;BOY
1039718953121502;Georgie Smith;100% boy 
1039718953121502;Sarah Sky Houben;Boy
1039718953121502;Vendor Raisrie;
1039718953121502;Maddie Maddie;Boy for sure 
1039718953121502;Jennifer Morris;Confirmed baby boy x
1039718953121502;Amber Donker;CONFIRMED BOY 
1061749337585130;Natalie Parker;All boy
1061749337585130;Lauren Jacobs;Boy
1061749337585130;Nikki Seigler;Boy
1061749337585130;Ashley Woolcock;Boy bec xx 
1061749337585130;Amber Donker;Boy 
1062793577480706;Natalie Parker;Boy c
1062793577480706;Lauren Jacobs;Boy
1062793577480706;Kelsey Natalia Boccaccio;Boy 
1062793577480706;Nikki Seigler;Boy 
1062793577480706;Kelsey Brooke;I hope sooooo
1062793577480706;Tyree Swiderski;boy
1062793577480706;Amber Donker;Boy
1062793577480706;Minaa Soso;Boy
1061766454250085;Natalie Parker;Boy
1061766454250085;Lauren Jacobs;Boy
1061766454250085;Nikki Seigler;Boy
1061766454250085;Amber Donker;Boy
1062845887475475;Lauren Jacobs;No clues
1061436307616433;Natalie Parker;Boy lean
1061436307616433;Lauren Jacobs;Tricky one bc of how baby is laying. I’ll lean boy also 
1062316597528404;Natalie Parker;Girl
1062316597528404;Amber Donker;Girl
1062214614205269;Lauren Jacobs;Early girly
1011772259249505;Jade Stockley;
1011772259249505;Amy Halford;
1011772259249505;Junna Zahir;
1011772259249505;Olivia Denise;
1011772259249505;Laura Reid; 
1011772259249505;Lexi Jade;
1011772259249505;Shannon Pearce;
1011772259249505;Vivian Fry;
1011772259249505;Breiana Belle;
1011772259249505;Tracey Turu;
1011772259249505;Danielle Louise Martin Diss; 
1011772259249505;Sarah Princess Ellis;
1011772259249505;Chloee Hall;
1011772259249505;Quana Williams Ross;
1011772259249505;Charlotte Neill; 
1011772259249505;Carla Louise Mcginlay-Bush; ( soon to be 
1011772259249505;Jessica Thompson;
1011772259249505;Charlotte Plummer;
1011772259249505;Aleisha Ashbrook-Welch;
1011772259249505;Violeta Crisan;
1011772259249505;Dannielle Jones;
1011772259249505;Shannon Milnes;
1011772259249505;Danika Thom; 
1011772259249505;Mel Green;
1011772259249505;Chantelle Roberts;Used to be 
1011772259249505;Taylor Madison Clouse;
1011772259249505;Melanie Borges Pacheco;= 
1011772259249505;Ayeshah Brals-Akram;+
1011772259249505;Bethany Wright;
1011772259249505;Bhardwaj Garima;
1061803760913021;Vendor Raisrie;
1061803760913021;Marciana Marie To;Awww, congrats 
1061995814227149;Natalie Parker;Boy
1061995814227149;Nikki Seigler;Boy
1062127994213931;Natalie Parker;
1059656104461120;Natalie Parker;I see more of a boy Nub here potty looks more girl, but agree with the tech not being able to confirm. Bad images sorry 
1059656104461120;Nikki Seigler;I'm leaning boy on this one as it's too early to guess with a potty shot. Keep us updated!
1059656104461120;Lisa May McCarroll;I think girl. Xx
1059656104461120;Jacqueline Sloan;I see three lines so I’m gonna say girl I was told I’m having a boy that early. The nub is only 40-60% accurate I would go based off the potty shot 
1059656104461120;Jeanene Kibler;Thank you ladies, I will let everyone know as I have another scan later today. Keeping my fingers crossed I finally get my baby girl 
1059656104461120;Taylor Weldon;It looks like a girl to me! 
1059656104461120;Kelly Marie;Girl
1059656104461120;Kayla Smith;Girl
1059656104461120;Stacey McCarthy;That looks girly to me
1059656104461120;Kirsty Morton;Defo looks girly I hope you get your baby girl 
1059656104461120;Larkin Clare;Girl guess hope u get ur girl
1059656104461120;Gemma Colclough;I think girl 
1059656104461120;Rebecca Lyons-Roberts;That’s all girl right there! Congrats!!
1059656104461120;Kat Smith;That's a little lady  
1059656104461120;Amy Gedera;Girl!
1059656104461120;Diane Cathcart;Girl
1059656104461120;Jeanene Kibler;Update: So with the images I received last time that I posted here I felt pretty certain that I was finally going to be blessed with the girl I’ve always wanted. I went back for my rescan today and was told that I am having another BOY. I have been looking at the images and they don’t look as clear as the ones I posted above. After looking them over for the last several hours my husband and I both are more confused then ever. I will post the images that I got today. What does everyone think?
1059656104461120;Jess Devenish;F for update xo
1059656104461120;Amy Spence;Girl guess 
1059656104461120;Jessica Cloete;Thats a girl!!! 
1059656104461120;Shabnam Bengali;Girl
1059656104461120;Madiah Derr;the three lines means girl right ? that’s what it shows 
1059656104461120;Natalie Parker;Sorry for bad draw but this is what’s shown in your new shot. I understand your was hoping for a a girl this time but please trust tech here. Baby is a boy xx
1059656104461120;Amy Louise Burchell;Defo girl 
1061682707591793;Natalie Parker;Perfect boy Nub 
1061682707591793;Lauren Jacobs;Boy
1061682707591793;Tyree Swiderski;Definetly boy
1062287300864667;Lauren Jacobs;Early girly
1061740754252655;Lauren Jacobs;Seeing girl in all pics
1061740754252655;Tori Glover;what’s the heart sticker for? 
1061740754252655;Rosie Goode;When you sign up to the group is says for safety put your name on the scan so that people can't copy them its says nothing is safe online so just put stickers on there x
1061740754252655;Natalie Parker;Girl 
1061740754252655;Nikki Seigler;For sure girl
1061740754252655;Tyree Swiderski;Definitely a girl
1061740754252655;Amber Donker;Early girl for 12 week scan. 
1061740754252655;Lisa May McCarroll;Girl
1061740754252655;Colleen Amos;Girl for sure 
1061688597591204;Natalie Parker;Boy
1061688597591204;Abbie Newfb;Boy
1061688597591204;Jodie Brace;At the scan she guess boy. Was hoping for a lil girl this time tho lol x
1061688597591204;Nikki Seigler;All boy
1061688597591204;Lauren Jacobs;Boy
1061688597591204;Gemma Singleton;Definitely boy
1061688597591204;Tyree Swiderski;Boy
1061688597591204;Jo Webb;Boy x
1061688597591204;Maia Sharp;
1061688597591204;Amber Donker;Boy
1061688597591204;Lisa May McCarroll;I'd say boy xx
1061748290918568;Lauren Jacobs;Early girl with time to rise if boy
1061748290918568;Natalie Parker;I have a feeling this will be a boy
1062312204195510;Lauren Jacobs;No clues
1062244927535571;Lauren Jacobs;Not seeing clear gender
1061633774263353;Lauren Jacobs;No clear clues
1061633774263353;Derriand Danny Clarke;There is more pictures from today x
1061585280934869;Natalie Parker;Boy
1061585280934869;Katy Rose;
1061585280934869;Lauren Jacobs;Boy
1061585280934869;Emma Westron;
1061585280934869;Jennifer Cameron;
1060898494336881;Natalie Parker;Want to lean boy, but not confident, could be leg here xx
1061928547567209;Amber Donker;Congrats 
1061227357637328;Natalie Parker;Partial Nub, (boy lean) 
1061227357637328;Lauren Jacobs;Boy lean
1061227357637328;Sarah Kelly;Thanks girls! 
1059733401120057;Natalie Parker;Anymore pics? 
1059733401120057;Natalie Parker;Seeing girl yes 
1059733401120057;Gemma Singleton;Looks a little like my girl. I also worried the whole way through lol. I had to have extra scans (due to a couple of small issues/size). They confirmed every time that she was a girl. And she most definitely is 
1060446454382085;Amber Donker;Baby Boy 
1060446454382085;Natalie Parker;Great boy Nub 
1060446454382085;Lauren Jacobs; Boy
1060446454382085;Nadja Dønvig Rasmussen;Thanks. In another group they all said Girl, so now I can’t wait for wednesday 
1060446454382085;BaileyyJane Sparks;boy
1060446454382085;Tyree Swiderski;boy
1060446454382085;Megan Steiner;Boy to me. 
1060446454382085;Geanina Lazăr;Girl 
1060446454382085;Rilee Taylor White;boy! have you gotten your scan yet? 
1061763080917089;Lauren Jacobs;Boy
1061763080917089;Claire Crook;Boy
1061763080917089;Charlotte Hall;Boy! 
1061763080917089;Nikki Seigler;
1060419911051406;Natalie Parker;Boy 
1060419911051406;Group member;Confirmed boy thankyou so so much 
1059710831122314;Hemmy Cardona;I am not crying ! I know the feeling I have 2 boys and finally getting my girl !
1059710831122314;Hemmy Cardona;Congrats !!
1059710831122314;Rhian Hart;Aww thank you, were absolutely over the moon x
1059710831122314;Muna Muhammad;Congratulations
1059710831122314;Char Ama Zonian;Wonderful 
1059710831122314;Georgie Smith;
1061080527652011;Lauren Jacobs;girl
1061080527652011;Nikki Seigler;Girl
1061080527652011;Kelly Michelle Warwick;Girl x
1060423971051000;Amber Donker;Boy lean
1060423971051000;Bella Nicole; lean , fun guess
1060423971051000;Karen Roberts;
1060423971051000;Kelly Michelle Warwick;Boy x
1060432187716845;Natalie Parker;Boy lean, not clear to be sure so wouldnt be surprised if a girl xx
1061670277593036;Lauren Jacobs;Leaning girl
1061670277593036;Nikki Seigler;Early girl
1061718444254886;Lauren Jacobs;No clues
1061302457629818;Natalie Parker;Girl lean
1061302457629818;Shikha Sharma;Girl 
1061567477603316;Natalie Parker;Early
1061567477603316;Evie Marianne;Ohhh I made a good guess then 
1059371987822865;Natalie Parker;Not clear to be confident on sorry (boy vibes) 
1060954360997961;Natalie Parker;Not clear, no Nub structure
1061028154323915;Natalie Parker;Early
1061028154323915;Shabnam Bengali;Early girl
1061004320992965;Natalie Parker;Boy
1061004320992965;Natalie Parker;Stacked Nub seen (all Nub vary in appearance 
1061004320992965;Nikki Seigler;Boy
1061004320992965;Amber Donker;Boy
1061033274323403;Lauren Jacobs;No clear clues.  Maybe early girl
1061033274323403;Emmi Rosenbom;More ideas?
1060859084340822;Natalie Parker;Boy
1060859084340822;Shannon Leigh;He’s a boy alright! 
1061008524325878;Lauren Jacobs; No clear clues
1061008524325878;Natalie Parker;Boy lean
1061067160986681;Lauren Jacobs;No clues
1061053640988033;Lauren Jacobs;No clear clues
1061008710992526;Lauren Jacobs; No clear clues
1061109157649148;Amber Donker;No clues
1061099907650073;Amber Donker;No clues
1060964600996937;Rennae Drummond;Boy 
1060964600996937;Natalie Parker;Boy
1060964600996937;Lauren Jacobs;boy
1060964600996937;Nikki Seigler;Boy
1060964600996937;Gemma Johnson;Wow thanks so much!! 
1060964600996937;Suzanne Niven;Boy 
1060964600996937;Amber Donker;Boy
1061054827654581;Natalie Parker;Early girly 
1059047244522006;Natalie Parker;Still team green, true gender not shown 
1060819221011475;Lauren Jacobs;Early girl with time to rise
1059716834455047;Lauren Jacobs;Yes, boy
1059716834455047;Cass Smith;a boy ,guesses piror too are just that sometimes people get it wrong but potty shot is more accurate.
1059716834455047;Gemma Oram;Thank you ill let her know x
1059716834455047;Gabrielle Rawcliffe;Boy xx
1059716834455047;Natalie Parker;Boy from both views
1060336267726437;Amber Donker;No clues
1059736371119760;Kate Bryan;
1059736371119760;Jodie Ann Savage;
1059736371119760;Saman Arslan;
1059736371119760;Kirsty Louise Ajibade;Oh he's lovely 
1059736371119760;Joy Vabore Akpoguma Umeh;Congrats
1059736371119760;Leigh Tomlinson;
1059736371119760;Ilhaam Joubert;
1059736371119760;Areeba Hunain Zaidi;Congratulation what a beautiful name!! 
1051241155302615;Amber Donker;Early girl. This can still be a boy
1051241155302615;Natalie Parker;Early girl
1051241155302615;Lauren Jacobs;Early girly
1051241155302615;Joerlyn Sarmiento;Girl
1051241155302615;Shabnam Bengali;Early girl
1051241155302615;Sandy Kaur;Girl x
1051241155302615;Giselle Fernandez Silva;Girl 
1051241155302615;Ashley Cole;Confirmed. It’s a girl! 
1059700764456654;Natalie Parker;She’s is all girl 
1059700764456654;Emma Hughes;She’s a girl x 
1059700764456654;Megan Steiner;That’s a girl. 
1059700764456654;Shanice Maree Wilson; Girl 
1059700764456654;Jasmine Scarlett Palmer;Defo a girl 
1059700764456654;Sarah Sky Houben;100% girl 
1059700764456654;Erini Wiggins;Can it change at all? 
1059700764456654;Tori Glover;that’s alll girl lol 
1059700764456654;Sky Mackey;Looks exactly like mine
1059700764456654;Evie Marianne;I’ve been told girl today as well! I don’t believe it either after 2 boys!!! 
1059700764456654;Tiffenii-louise Johnson;Your bubba definitely looks girly 
1059700764456654;Cerena Warasky;It's a girl
